Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q9BPC6	O264_CONVE	reviewed	Conotoxin VnMEKL-021		Conus ventricosus (Mediterranean cone)	76
Q3YEF7	O2651_CONLT	reviewed	Conotoxin LeD51		Conus litteratus (Lettered cone)	76
G1AS77	O26B_CONVC	reviewed	Conotoxin Vc6.11		Conus victoriae (Queen Victoria cone)	74
Q9BPC0	O26X_CONTS	reviewed	Conotoxin TsMEKL-03 (Fragment)		Conus tessulatus (Tessellate cone)	66
Q9BPA9	O26_CONTE	reviewed	TxMEKL-P2 (Conotoxin 6)		Conus textile (Cloth-of-gold cone)	70
Q2I2Q9	O271_CONLT	reviewed	Conotoxin Lt7.1 (Lt7a)		Conus litteratus (Lettered cone)	77
Q7YT39	MTX4_GRARO	reviewed	M-theraphotoxin-Gr1a (M-TRTX-Gr1a) (Toxin GsMTx-4) (GsMTx4) (MTx4)		Grammostola rosea (Chilean rose tarantula) (Grammostola spatulata)	82
Q9U657	O1614_CONPE	reviewed	Mu-conotoxin-like PnMKLT1-014		Conus pennaceus (Feathered cone) (Conus episcopus)	83
Q9BP81	O1615_CONAE	reviewed	Conotoxin ArMKLT2-032		Conus arenatus (Sand-dusted cone)	76
Q9BP96	O1615_CONVE	reviewed	Conotoxin VnMKLT2-0221		Conus ventricosus (Mediterranean cone)	72
Q9BP95	O1616_CONVE	reviewed	Conotoxin VnMKLT2-011		Conus ventricosus (Mediterranean cone)	72
Q9BP78	O1618_CONAE	reviewed	Conotoxin ArMKLT2-031		Conus arenatus (Sand-dusted cone)	79
Q9U651	O161_CONTE	reviewed	Omega-conotoxin-like TxMKLT1-0141		Conus textile (Cloth-of-gold cone)	76
Q5K0D1	O161_CONVX	reviewed	Conotoxin 1		Conus vexillum (Flag cone)	79
Q9XYZ1	O162A_CONPL	reviewed	Omega-conotoxin-like PuIIA		Conus pulicarius (Flea-bite cone)	74
Q9BH84	O162_CONAE	reviewed	Omega-conotoxin-like ArMKLT1-011 (Conotoxin ArMKLT1-0131)		Conus arenatus (Sand-dusted cone)	78
P0C8V6	O162_CONAH	reviewed	Delta-conotoxin-like Ac6.2		Conus achatinus (Little frog cone)	83
P0CB10	O162_CONAJ	reviewed	Omega-conotoxin-like Ai6.2		Conus ammiralis (Admiral cone)	77
P0CY61	O162_CONBU	reviewed	Conotoxin Bu2		Conus bullatus (Bubble cone)	78
D6C4K9	O162_CONCL	reviewed	Conotoxin Cl6.2		Californiconus californicus (California cone) (Conus californicus)	76
Q2I2R3	O162_CONLT	reviewed	Conotoxin Lt6.2 (Conotoxin LeD41) (Lt6b)		Conus litteratus (Lettered cone)	80
P0C8V7	O163_CONAH	reviewed	Delta-conotoxin-like Ac6.3		Conus achatinus (Little frog cone)	81
Q2I2R2	O163_CONLT	reviewed	Conotoxin Lt6.3 (Lt6c)		Conus litteratus (Lettered cone)	72
Q3YED1	O163_CONMR	reviewed	Conotoxin MaIr193		Conus marmoreus (Marble cone)	80
Q5K0D7	O163_CONST	reviewed	Conotoxin 3 (S6.9)		Conus striatus (Striated cone)	72
Q9BP92	O164_CONAE	reviewed	Conotoxin ArMKLT2-0122		Conus arenatus (Sand-dusted cone)	77
D5KR58	O164_CONCL	reviewed	Conotoxin cal6.4a (Conotoxin cal6.4c)		Californiconus californicus (California cone) (Conus californicus)	64
Q9BP91	O165_CONAE	reviewed	Conotoxin ArMKLT2-022		Conus arenatus (Sand-dusted cone)	77
Q9XZL2	O165_CONTE	reviewed	Omega-conotoxin-like TxO5	TXO5	Conus textile (Cloth-of-gold cone)	76
Q3YEF3	O1661_CONTE	reviewed	Omega-conotoxin-like TeA61		Conus textile (Cloth-of-gold cone)	76
D6C4L3	O166A_CONCL	reviewed	Conotoxin Cl6.6a		Californiconus californicus (California cone) (Conus californicus)	67
Q9BP90	O166_CONAE	reviewed	Conotoxin ArMKLT2-0251		Conus arenatus (Sand-dusted cone)	77
P0CY65	O166_CONBU	reviewed	Conotoxin Bu6		Conus bullatus (Bubble cone)	75
Q5K0C2	O166_CONIM	reviewed	Conotoxin 6		Conus imperialis (Imperial cone)	78
Q3YED6	O167_CONMR	reviewed	Omega-conotoxin-like MaIr137		Conus marmoreus (Marble cone)	82
D6C4L6	O168_CONCL	reviewed	Conotoxin Cl6.8		Californiconus californicus (California cone) (Conus californicus)	67
B2KJ30	O168_CONST	reviewed	Delta-conotoxin-like S6.8		Conus striatus (Striated cone)	78
P0CY67	O169_CONBU	reviewed	Conotoxin Bu9 (Fragment)		Conus bullatus (Bubble cone)	63
D6C4L7	O169_CONCL	reviewed	Conotoxin Cl6.9		Californiconus californicus (California cone) (Conus californicus)	67
Q9N669	O169_CONEA	reviewed	Conotoxin Eb6.9 (Fragment)	E1	Conus ebraeus (Hebrew cone)	69
Q3YEE4	O169_CONMI	reviewed	Conotoxin MiEr93		Conus miles (Soldier cone) (Mile cone)	74
Q9BPA4	O169_CONVE	reviewed	Conotoxin VnMKLT1-01122		Conus ventricosus (Mediterranean cone)	79
P58917	O16A_CONCT	reviewed	Omega-conotoxin CVIA		Conus catus (Cat cone)	71
Q9TWM7	O16A_CONGL	reviewed	Delta-conotoxin GmVIA		Conus gloriamaris (Glory-of-the-Seas cone)	77
P0DOZ0	O16A_CONLG	reviewed	Conotoxin Lo6/7a		Conasprella longurionis (Cone snail) (Conus longurionis)	24
Q9TVN1	O16A_CONLI	reviewed	Conotoxin LvVIA (Fragment)		Conus lividus (Livid cone)	72
P0DL67	O16A_CONSC	reviewed	Delta-conotoxin SuVIA (Delta-SuVIA)		Conus suturatus (Sutured cone)	27
P69757	O16A_CONSE	reviewed	Delta-conotoxin-like SmVIA (Delta-SmVIA)		Conus stercusmuscarum (Fly-specked cone)	82
P28880	O16A_CONST	reviewed	Omega-conotoxin SVIA (SNX-157)		Conus striatus (Striated cone)	72
P0DL66	O16A_CONTS	reviewed	Delta-conotoxin TsVIA		Conus tessulatus (Tessellate cone)	27
P69755	O16C_CONMA	reviewed	Delta-conotoxin-like MVIC (Delta-MVIC)		Conus magus (Magus cone) (Magician's cone snail)	83
P0CH19	O16C_CONPI	reviewed	Conotoxin pr6c		Conus parius (Cone snail)	24
P69756	O16D_CONMA	reviewed	Delta-conotoxin-like MVID (Delta-MVID)		Conus magus (Magus cone) (Magician's cone snail)	32
P0CH20	O16D_CONPI	reviewed	Conotoxin pr6d		Conus parius (Cone snail)	32
Q7Z028	O16D_CONVX	reviewed	Conotoxin A11GB		Conus vexillum (Flag cone)	81
C7T183	O16EA_CONEA	reviewed	Conotoxin Eb6.14 (Fragment)	E1	Conus ebraeus (Hebrew cone)	69
Q5K0D5	O16F_CONST	reviewed	Omega-conotoxin-like 15		Conus striatus (Striated cone)	72
Q9TVX4	O16G_CONAB	reviewed	Conotoxin AbVIG (Fragment)		Conus abbreviatus (Abbreviated cone) (Miliariconus abbreviatus)	71
C7T1P2	O16H_CONEA	reviewed	Conotoxin Eb6.17 (Fragment)	E1	Conus ebraeus (Hebrew cone)	26
Q9TVR4	O16I_CONAB	reviewed	Conotoxin AbVII (Fragment)		Conus abbreviatus (Abbreviated cone) (Miliariconus abbreviatus)	74
C7T1P1	O16I_CONEA	reviewed	Conotoxin Eb6.18 (Fragment)	E1	Conus ebraeus (Hebrew cone)	26
Q9UA93	O16J_CONAB	reviewed	Conotoxin AbVIJ (Fragment)		Conus abbreviatus (Abbreviated cone) (Miliariconus abbreviatus)	74
P18512	O16K1_CONTE	reviewed	Conotoxin King-Kong 1 (KK-1) (TxMKLT1-015)		Conus textile (Cloth-of-gold cone)	77
Q9UA71	O16K_CONAB	reviewed	Conotoxin AbVIK (Fragment)		Conus abbreviatus (Abbreviated cone) (Miliariconus abbreviatus)	74
Q9XZK9	O16O2_CONTE	reviewed	Omega-conotoxin-like TxO2		Conus textile (Cloth-of-gold cone)	76
Q9XZL3	O16O6_CONTE	reviewed	Omega-conotoxin-like TxO6		Conus textile (Cloth-of-gold cone)	82
P0C903	O16_CONLE	reviewed	Conotoxin Leo-O2		Conus leopardus (Leopard cone)	73
Q9BPB4	O236E_CONTE	reviewed	Conotoxin Gla(3)-TxVI (Conotoxin Glu7/Gla(3)-TxVI) (Conotoxin TxMEKL-04111)		Conus textile (Cloth-of-gold cone)	73
Q9BPC5	O265_CONVE	reviewed	Conotoxin VnMEKL-024		Conus ventricosus (Mediterranean cone)	79
G1AS79	O26D_CONVC	reviewed	Conotoxin Vc6.13		Conus victoriae (Queen Victoria cone)	81
P0DOW6	O27A_CONPG	reviewed	Gamma-conotoxin PiVIIA		Conus princeps (Prince cone)	25
P0C1M8	O27A_CONRA	reviewed	Conotoxin r7a (Light sleeper) (Fragment)		Conus radiatus (Rayed cone)	38
Q9BP66	O3625_CONAE	reviewed	Conotoxin ArMSGL-011		Conus arenatus (Sand-dusted cone)	78
Q9BP65	O3626_CONAE	reviewed	Conotoxin ArMSGL-0143		Conus arenatus (Sand-dusted cone)	77
Q9BP76	O364_CONTS	reviewed	Conotoxin TsMSGL-11		Conus tessulatus (Tessellate cone)	78
Q9BP60	O36L_CONVE	reviewed	Conotoxin VnMSGL-0112		Conus ventricosus (Mediterranean cone)	76
Q3YED3	O373_CONLI	reviewed	Conotoxin LiCr173		Conus lividus (Livid cone)	79
P25687	MIT1_DENPO	reviewed	Toxin MIT1 (MIT 1) (Black mamba intestinal toxin 1) (Black mamba venom protein A)		Dendroaspis polylepis polylepis (Black mamba)	81
L0GCI6	NDB4H_UROYA	reviewed	Antimicrobial peptide UyCT3 (CT3) (Non-disulfide-bridged peptide 4.17) (NDBP-4.17) (Non-disulfide-bridged peptide 5.15) (NDBP-5.15)		Urodacus yaschenkoi (Inland robust scorpion)	68
R4JJN6	NDB4L_PANIM	reviewed	Pantinin-3 (Non-disulfide-bridged peptide 4.22) (NDBP-4.22) (Non-disulfide-bridged peptide 5.23) (NDBP-5.23)		Pandinus imperator (Emperor scorpion)	68
F8J2D3	PLB_DRYCN	reviewed	Phospholipase-B 81 (PLB) (EC 3.1.1.-)		Drysdalia coronoides (White-lipped snake) (Hoplocephalus coronoides)	553
P84032	PN16_PHONI	reviewed	U24-ctenitoxin-Pn1a (U24-CNTX-Pn1a) (Venom protein PN16C3)		Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer)	128
P0DM13	PN3B_PAMNI	reviewed	Mu-theraphotoxin-Pn3b (Mu-TRTX-Pn3b)		Pamphobeteus nigricolor (Giant blue bloom tarantula)	35
F8S101	PLB_CROAD	reviewed	Phospholipase B (PLB) (EC 3.1.1.-)		Crotalus adamanteus (Eastern diamondback rattlesnake)	553
P69391	PMTXA_ANOSM	reviewed	Alpha-pompilidotoxin (Alpha-PMTX)		Anoplius samariensis (Solitary wasp)	56
P69392	PMTXB_BATMC	reviewed	Beta-pompilidotoxin (Beta-PMTX)		Batozonellus maculifrons (Solitary wasp)	13
P0DM12	PN3A_PAMNI	reviewed	Mu-theraphotoxin-Pn3a (Mu-TRTX-Pn3a)		Pamphobeteus nigricolor (Giant blue bloom tarantula)	35
P84033	PN47_PHONI	reviewed	U21-ctenitoxin-Pn1a (U21-CNTX-Pn1a) (EC 3.4.21.-) (Proteinase PN47)		Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer)	245
P86990	NTVP_RHOJU	reviewed	Non-toxic venom protein (Fragment)		Rhopalurus junceus (Caribbean blue scorpion)	34
P0DP55	NPYV_MEIAT	reviewed	Pro-neuropeptide Y [Cleaved into: Neuropeptide Y (NPY); C-flanking peptide of NPY]		Meiacanthus atrodorsalis (Forktail blenny) (Petroscirtes atrodorsalis)	99
X2JCV5	OXLA_CERCE	reviewed	L-amino acid oxidase (CC-LAAO) (LAO) (EC 1.4.3.2)		Cerastes cerastes (Horned desert viper)	516
K9N7B7	OXLA_CRODM	reviewed	L-amino acid oxidase Cdc18 (CdcLAAO) (LAO) (EC 1.4.3.2) (Fragment)		Crotalus durissus cumanensis (South American rattlesnake)	498
P0CJ22	NPY1_CONBE	reviewed	Neuropeptide Y1-like conopeptide (Cono-NPY1) (NPY1-like conopeptide)		Conus betulinus (Beech cone)	37
Q66S17	NATT3_THANI	reviewed	Natterin-3 (EC 3.4.-.-)		Thalassophryne nattereri (Copper Joe toadfish)	364
P0DJ03	NDB4S_HETPE	reviewed	Peptide Hp1035 (Non-disulfide-bridged peptide 5.10) (NDBP-5.10)		Heterometrus petersii (Asian forest scorpion)	70
P0DMF8	NDB4U_CHATC	reviewed	Peptide Ctri10261		Chaerilus tricostatus (Scorpion)	71
P0DMF3	NDB4U_CHATY	reviewed	Peptide Ctry2459		Chaerilus tryznai (Scorpion)	64
P0DME7	NDB4U_HETPE	reviewed	Peptide Hp1165		Heterometrus petersii (Asian forest scorpion)	67
L0GCJ6	NDB4_UROYA	reviewed	Putative antimicrobial peptide 7848 (Uy7848)		Urodacus yaschenkoi (Inland robust scorpion)	82
Q5G8B1	NDB2T_TITCO	reviewed	Anionic peptide clone 8		Tityus costatus (Brazilian scorpion)	74
Q5G8B0	NDB2U_TITCO	reviewed	Anionic peptide clone 9		Tityus costatus (Brazilian scorpion)	74
P0CJ04	NDBR_LYCMC	reviewed	Venom protein 22.1		Lychas mucronatus (Chinese swimming scorpion)	61
P0DJ02	NDB49_HETPE	reviewed	Peptide Hp1090 (Non-disulfide-bridged peptide 4.9) (NDBP-4.9) (Non-disulfide-bridged peptide 5.9) (NDBP-5.9)		Heterometrus petersii (Asian forest scorpion)	68
P0DJO4	NDB4F_SCOTI	reviewed	Amphipathic peptide CT2 (StCT2) (Non-disulfide-bridged peptide 4.15) (NDBP-4.15) (Non-disulfide-bridged peptide 5.17) (NDBP-5.17)		Scorpiops tibetanus (Scorpion)	69
Q9Y0X5	NDBX_MESMA	reviewed	Peptide BmKa1 (Acidic venom peptide Ka1) (BmK2) (Non-disulfide-bridged peptide 6.1) (NDBP-6.1)		Mesobuthus martensii (Manchurian scorpion) (Buthus martensii)	57
P83313	NDB24_OPICA	reviewed	Opistoporin-1 (OP1) (Non-disulfide-bridged peptide 2.4) (NDBP-2.4) (Non-disulfide-bridged peptide 3.5) (NDBP-3.5) (Opistoporin-3) (OP3)		Opistophthalmus carinatus (African yellow leg scorpion)	82
P0DME5	NDB4W_CHATY	reviewed	Peptide Ctry2801		Chaerilus tryznai (Scorpion)	17
P0DME9	NDB4W_HETPE	reviewed	Peptide Hp1412		Heterometrus petersii (Asian forest scorpion)	68
P84190	NDBH2_TITSE	reviewed	Hypotensin-2 (Hypotensin II) (TsHpt-II) [Cleaved into: Hypotensin-4 (Hypotensin IV) (TsHpt-IV)]		Tityus serrulatus (Brazilian scorpion)	25
P0C8L3	NDB2_HOFGE	reviewed	Venom protein HGE029 (Non-disulfide-bridged peptide 3.7) (NDBP-3.7)		Hoffmannihadrurus gertschi (Scorpion) (Hadrurus gertschi)	80
C9X4J1	NDBX_TITDI	reviewed	Anionic peptide (AP)		Tityus discrepans (Venezuelan scorpion)	75
P0DL22	NDBX_TITPA	reviewed	Toxin Tpa3		Tityus pachyurus (Colombian scorpion)	25
P0C8W6	NDBX_TITST	reviewed	Pape peptide		Tityus stigmurus (Brazilian scorpion)	46
P59866	NDB_HOTTS	reviewed	Non-cysteinic peptide Bs 10 (Bs10) (Non-disulfide-bridged peptide 2.1) (NDBP-2.1)		Hottentotta tamulus sindicus (Scorpion) (Buthus sindicus)	34
Q9BP83	O1613_CONAE	reviewed	Conotoxin ArMKLT2-0311		Conus arenatus (Sand-dusted cone)	81
Q9U660	O1613_CONPE	reviewed	Conotoxin PnMKLT1-0121		Conus pennaceus (Feathered cone) (Conus episcopus)	80
Q9U656	O1613_CONTE	reviewed	Delta-conotoxin-like TxMKLT1-0111		Conus textile (Cloth-of-gold cone)	78
Q9BPA0	O1613_CONVE	reviewed	Conotoxin VnMKLT1-022		Conus ventricosus (Mediterranean cone)	83
Q9BP82	O1614_CONAE	reviewed	Conotoxin ArMKLT2-0111		Conus arenatus (Sand-dusted cone)	70
Q9BP77	O1619_CONAE	reviewed	Conotoxin ArMKLT2-01		Conus arenatus (Sand-dusted cone)	81
Q3YEG4	O1641_CONMI	reviewed	Conotoxin MiK41		Conus miles (Soldier cone) (Mile cone)	74
P0C8V8	O164_CONAH	reviewed	Omega-conotoxin-like Ac6.4		Conus achatinus (Little frog cone)	71
M9PQ91	O164_CONBE	reviewed	Delta-conotoxin-like Bt6.4		Conus betulinus (Beech cone)	84
P0CY63	O164_CONBU	reviewed	Conotoxin Bu4		Conus bullatus (Bubble cone)	74
P0C905	O164_CONLE	reviewed	Conotoxin Leo-O4		Conus leopardus (Leopard cone)	79
Q2I2R1	O164_CONLT	reviewed	Conotoxin Lt6.4 (Lt6d)		Conus litteratus (Lettered cone)	89
Q3YEE1	O164_CONMR	reviewed	Conotoxin MaIr94		Conus marmoreus (Marble cone)	85
P0DJB2	O165A_CONCL	reviewed	Conotoxin Cal6.5a		Californiconus californicus (California cone) (Conus californicus)	28
Q2I2R0	O165_CONLT	reviewed	Conotoxin Lt6.5 (Lt6e)		Conus litteratus (Lettered cone)	89
Q3YEE5	O165_CONMI	reviewed	Conotoxin MiEr95		Conus miles (Soldier cone) (Mile cone)	75
P0C831	O166_CONST	reviewed	Omega-conotoxin-like S6.6		Conus striatus (Striated cone)	72
Q9BPA5	O168_CONVE	reviewed	Omega-conotoxin-like VnMKLT1-0111		Conus ventricosus (Mediterranean cone)	78
Q5K0C8	O168_CONVX	reviewed	Conotoxin 8		Conus vexillum (Flag cone)	79
Q9BP87	O169_CONAE	reviewed	Conotoxin ArMKLT2-0312		Conus arenatus (Sand-dusted cone)	78
Q9TVY1	O16A_CONAB	reviewed	Conotoxin AbVIA (Fragment)		Conus abbreviatus (Abbreviated cone) (Miliariconus abbreviatus)	74
P69748	O16A_CONAI	reviewed	Delta-conotoxin-like AVIA (Delta-AVIA)		Conus aurisiacus (Aurisiacus cone)	78
P69750	O16A_CONCN	reviewed	Delta-conotoxin-like CnVIA (Delta-CnVIA)		Conus consors (Singed cone)	82
P56712	O16A_CONPE	reviewed	Omega-conotoxin PnVIA		Conus pennaceus (Feathered cone) (Conus episcopus)	78
P58913	O16A_CONPU	reviewed	Delta-conotoxin PVIA (Lockjaw peptide)		Conus purpurascens (Purple cone)	81
Q86RA3	O16A_CONVX	reviewed	Conotoxin VxVIA (Conotoxin vx6a)		Conus vexillum (Flag cone)	74
Q9UA83	O16B_CONAB	reviewed	Conotoxin AbVIB (Fragment)		Conus abbreviatus (Abbreviated cone) (Miliariconus abbreviatus)	70
P58918	O16B_CONCT	reviewed	Omega-conotoxin CVIB		Conus catus (Cat cone)	25
P28881	O16B_CONST	reviewed	Omega-conotoxin SVIB (SNX-183)		Conus striatus (Striated cone)	72
P24159	O16B_CONTE	reviewed	Delta-conotoxin TxVIB (TxIB)		Conus textile (Cloth-of-gold cone)	27
P0CC14	O16C_CONCN	reviewed	Delta-conotoxin-like CnVIC (Delta-CnVIC)		Conus consors (Singed cone)	32
P58919	O16C_CONCT	reviewed	Omega-conotoxin CVIC		Conus catus (Cat cone)	26
Q9TVF7	O16C_CONLI	reviewed	Conotoxin LvVIC (Fragment)		Conus lividus (Livid cone)	69
Q5K0D0	O16C_CONVX	reviewed	Conotoxin 12		Conus vexillum (Flag cone)	79
P69751	O16DE_CONCT	reviewed	Delta-conotoxin-like CVIE (Delta-CVIE)		Conus catus (Cat cone)	78
Q9UA91	O16D_CONAB	reviewed	Conotoxin AbVID (Fragment)		Conus abbreviatus (Abbreviated cone) (Miliariconus abbreviatus)	69
D2Y498	O16D_CONCL	reviewed	Conotoxin Cal6.1d (Fragment)		Californiconus californicus (California cone) (Conus californicus)	35
D2Y4A1	O16G_CONCL	reviewed	Conotoxin Cal6.1g (Fragment)		Californiconus californicus (California cone) (Conus californicus)	35
C7T1P3	O16G_CONEA	reviewed	Conotoxin Eb6.16 (Fragment)	E1	Conus ebraeus (Hebrew cone)	26
Q9U645	O16L_CONTE	reviewed	Omega-conotoxin-like TxMKLT1-0223		Conus textile (Cloth-of-gold cone)	81
Q9UA72	O16M_CONAB	reviewed	Conotoxin AbVIM (Fragment)		Conus abbreviatus (Abbreviated cone) (Miliariconus abbreviatus)	67
C7T184	O16M_CONEA	reviewed	Conotoxin Eb6.22 (Fragment)	E1	Conus ebraeus (Hebrew cone)	69
Q9U648	O16M_CONTE	reviewed	Omega-conotoxin-like TxMKLT1-0211		Conus textile (Cloth-of-gold cone)	76
Q9XZK2	O16O3_CONST	reviewed	Omega-conotoxin SO-3 (SO3)		Conus striatus (Striated cone)	71
P0CY60	O171_CONBU	reviewed	Omega-conotoxin-like Bu1		Conus bullatus (Bubble cone)	70
P0CY68	O17A_CONBU	reviewed	Conotoxin Bu10 (Fragment)		Conus bullatus (Bubble cone)	47
Q26350	O17D_CONMA	reviewed	Omega-conotoxin MVIID (SNX-238) (Fragment)		Conus magus (Magus cone) (Magician's cone snail)	29
P58916	O17H_CONCN	reviewed	Omega-conotoxin-like CnVIIH [Cleaved into: Omega-conotoxin CnVIIA]		Conus consors (Singed cone)	28
P24334	MYX4_CRODU	reviewed	Myotoxin-4 (Crotamine-4) (Fragment)		Crotalus durissus terrificus (South American rattlesnake)	51
P86193	MYXC2_CRODM	reviewed	Crotamine-IV-2		Crotalus durissus cumanensis (South American rattlesnake)	42
O57540	MYC1_CRODU	reviewed	Crotamine CRO1	CRO1	Crotalus durissus terrificus (South American rattlesnake)	65
P24330	MYX_CROAD	reviewed	Myotoxin (CAM-toxin)		Crotalus adamanteus (Eastern diamondback rattlesnake)	70
O73799	MYC3_CRODU	reviewed	Crotamine CRO3	CRO3	Crotalus durissus terrificus (South American rattlesnake)	64
Q26464	MYR3A_MYRPI	reviewed	Pilosulin-3a (Allergen Myr p II) (Pilosulin-2) (allergen Myr p 2)		Myrmecia pilosula (Jack jumper ant) (Australian jumper ant)	75
P0C023	MYR3B_MYRPI	reviewed	Pilosulin-3b		Myrmecia pilosula (Jack jumper ant) (Australian jumper ant)	23
Q68Y23	MYR3_MYRBA	reviewed	Pilosulin-3		Myrmecia banksi (Jack jumper ant) (Australian jumper ant)	74
Q68Y22	MYR4_MYRBA	reviewed	Pilosulin-4		Myrmecia banksi (Jack jumper ant) (Australian jumper ant)	84
P86194	MYXC3_CRODM	reviewed	Crotamine-IV-3		Crotalus durissus cumanensis (South American rattlesnake)	42
P60273	MTX2_GRARO	reviewed	Kappa-theraphotoxin-Gr2a (Kappa-TRTX-Gr2a) (Toxin GsMTx-2) (MTx2)		Grammostola rosea (Chilean rose tarantula) (Grammostola spatulata)	31
A9CM07	MYRB5_MYRBA	reviewed	Pilosulin-5	Myrb5	Myrmecia banksi (Jack jumper ant) (Australian jumper ant)	91
Q9BP86	O1610_CONAE	reviewed	Conotoxin ArMKLT2-0313		Conus arenatus (Sand-dusted cone)	78
Q9BPA2	O1611_CONVE	reviewed	Conotoxin VnMKLT1-01121		Conus ventricosus (Mediterranean cone)	79
Q9BP84	O1612_CONAE	reviewed	Conotoxin ArMKLT2-0322		Conus arenatus (Sand-dusted cone)	77
Q9U662	O1612_CONPE	reviewed	Conotoxin PnMKLT1-1111		Conus pennaceus (Feathered cone) (Conus episcopus)	76
Q9BPA1	O1612_CONVE	reviewed	Conotoxin VnMKLT1-021		Conus ventricosus (Mediterranean cone)	91
Q5K0C4	O161_CONCE	reviewed	Omega-conotoxin-like 1		Conus capitaneus (Captain cone)	80
Q9N6A4	O161_CONEA	reviewed	Conotoxin Eb6.1 (Fragment)	E1	Conus ebraeus (Hebrew cone)	69
Q5K0B8	O161_CONIM	reviewed	Conotoxin 1		Conus imperialis (Imperial cone)	78
P0DJC6	O161_CONQU	reviewed	Conotoxin Qc6.1		Conus quercinus (Oak cone)	94
Q5K0B9	O162_CONIM	reviewed	Omega-conotoxin-like 2/7		Conus imperialis (Imperial cone)	80
Q9XZL0	O163_CONTE	reviewed	Omega-conotoxin-like TxO3	TXO3	Conus textile (Cloth-of-gold cone)	76
P69760	O163_CONVC	reviewed	Conotoxin Vc6.3		Conus victoriae (Queen Victoria cone)	76
Q3YEG3	O1642_CONMI	reviewed	Conotoxin MiK42		Conus miles (Soldier cone) (Mile cone)	82
Q9XZK3	O164_CONST	reviewed	Omega-conotoxin-like SO-4 (Omega-conotoxin SO4)	SO4	Conus striatus (Striated cone)	78
P69761	O164_CONVC	reviewed	Omega-conotoxin-like Vc6.4		Conus victoriae (Queen Victoria cone)	81
D6C4L5	O167_CONCL	reviewed	Conotoxin Cl6.7		Californiconus californicus (California cone) (Conus californicus)	67
P0CY66	O168_CONBU	reviewed	Omega-conotoxin-like Bu8 (Fragment)		Conus bullatus (Bubble cone)	50
P69749	O16A_CONBU	reviewed	Delta-conotoxin-like BVIA (Delta-BVIA) (Conotoxin Bu7)		Conus bullatus (Bubble cone)	78
A0A0F6QDA5	O16A_CONEB	reviewed	Delta-conotoxin-like ErVIA (Fragment)		Conus eburneus (Ivory cone)	31
P69753	O16A_CONMA	reviewed	Delta-conotoxin-like MVIA (Delta-MVIA)		Conus magus (Magus cone) (Magician's cone snail)	84
A0A384E129	O16A_CONMB	reviewed	Omega-conotoxin MoVIA [Cleaved into: Omega-conotoxin MoVIB]		Conus moncuri (Sea snail)	76
P58914	O16A_CONRA	reviewed	Omega-conotoxin RVIA		Conus radiatus (Rayed cone)	27
P58915	O16A_CONTU	reviewed	Omega-conotoxin TVIA (SNX-185)		Conus tulipa (Fish-hunting cone snail) (Tulip cone)	26
D2Y492	O16B_CONCL	reviewed	Conotoxin Cl6b (Conotoxin Cal6.2) (Conotoxin Cl6.11)		Californiconus californicus (California cone) (Conus californicus)	70
P0CY70	O16C_CONBU	reviewed	Conotoxin Bu12 (Fragment)		Conus bullatus (Bubble cone)	56
D2Y499	O16E_CONCL	reviewed	Conotoxin Cal6.1e (Conotoxin Cl6.3)		Californiconus californicus (California cone) (Conus californicus)	97
Q9N633	O16E_CONCT	reviewed	Omega conotoxin-CVIE (Omega conotoxin-CVIE-2) (Fragment)		Conus catus (Cat cone)	66
Q9TVK3	O16F_CONAB	reviewed	Conotoxin AbVIF (Fragment)		Conus abbreviatus (Abbreviated cone) (Miliariconus abbreviatus)	69
P0DQD4	O16F_CONCT	reviewed	Omega conotoxin-CVIF		Conus catus (Cat cone)	25
C7T1P4	O16F_CONEA	reviewed	Conotoxin Eb6.15 (Fragment)	E1	Conus ebraeus (Hebrew cone)	26
Q9UA95	O16H_CONAB	reviewed	Conotoxin AbVIH (Fragment)		Conus abbreviatus (Abbreviated cone) (Miliariconus abbreviatus)	74
Q3YEE2	O16H_CONCE	reviewed	Conotoxin CaHr91		Conus capitaneus (Captain cone)	77
Q9U655	O16K0_CONTE	reviewed	Delta-conotoxin TxVIA (Conotoxin King-Kong 0) (KK-0) (Conotoxin tx6a) (TxIA) (TxMKLT1-0112)		Conus textile (Cloth-of-gold cone)	78
C7T187	O16K_CONEA	reviewed	Conotoxin Eb6.20 (Fragment)	E1	Conus ebraeus (Hebrew cone)	69
Q9TVQ7	O16O_CONAB	reviewed	Conotoxin AbVIO (Fragment)		Conus abbreviatus (Abbreviated cone) (Miliariconus abbreviatus)	67
P56633	O17A_CONPU	reviewed	Kappa-conotoxin PVIIA (CGX-1051) (Fin-popping peptide)		Conus purpurascens (Purple cone)	72
Q9XZK8	O1X1_CONTE	reviewed	Omega-conotoxin-like TxO1		Conus textile (Cloth-of-gold cone)	76
Q9BPB0	O2653_CONTE	reviewed	Gamma-conotoxin-like TxMEKL-053		Conus textile (Cloth-of-gold cone)	78
Q3YEF8	O265_CONLI	reviewed	Conotoxin LiC53		Conus lividus (Livid cone)	72
Q9BPA6	O269_CONPE	reviewed	Conotoxin PnMEKL-04		Conus pennaceus (Feathered cone) (Conus episcopus)	77
